Product_Name,Product_Type,Weather_Preference,States_Preference,Region_Preference,Soil_Moisture_%,Temperature_C,Humidity_%,Pest_Risk_%,Irrigation_Needed,Fertilizer_Required,Pest_Name,Pesticide_name 
Garlic,Bulb Crop,Cool & Dry,"MP, Gujarat, Punjab",Plains,29.3,15.9,53.3,24.4,Yes (2–3 cycles),"Urea, DAP, MOP",Leaf Miner,Fipronil
Coriander Leaf,Leafy Herb,Cool & Dry,"Rajasthan, MP, Gujarat",Plains,25.4,19.4,54.8,25.3,Yes (Light),"FYM, Potash, Zinc",Mites,Imidacloprid
Cherry,Fruit Tree,Cold & Temperate,"HP, J&K",Hills,25.1,13.6,60,25.5,Yes (Drip),"FYM, Potash, Boron",Thrips,Fipronil
Jackfruit,Fruit Tree,Warm & Humid,"Kerala, WB, Assam",Tropical,50.5,27.6,78.9,29.7,Yes (Drip),"FYM, Potash, Zinc",Fruit Borer,Fipronil
Phalsa,Fruit Shrub,Warm & Dry,"Rajasthan, Gujarat",Semi-arid,24.7,30.5,50,25,Yes (Drip),"FYM, Potash, Zinc",Mites,Lambda-cyhalothrin
Bottle Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,40.1,28.6,70,34.3,Yes (Frequent),"NPK, FYM",Fruit Borer,Chlorpyrifos
Sunflower,Oilseed Crop,Warm & Dry,"Karnataka, MP, MH",Plains,30.5,24.8,53.2,24.5,Yes (Seasonal),"Urea, DAP, MOP",Leaf Miner,Fipronil
Beetroot,Root Crop,Cool & Moist,"WB, Punjab, Karnataka",Plains,34.8,18.1,69.2,25.4,Yes (Frequent),"Urea, DAP, MOP",Fruit Borer,Thiamethoxam
Chana,Pulse Crop,Cool & Dry,"MP, Rajasthan, UP",Plains,30.4,20.1,55.3,24.8,Yes (Seasonal),"Urea, DAP, FYM",Armyworm,Lambda-cyhalothrin
Green Chili,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39.5,27.4,70.3,34.6,Yes (Frequent),"NPK, FYM",Mites,Malathion
Apricot,Fruit Tree,Cold & Temperate,"HP, J&K",Plains,24.7,15.2,59,25.1,Yes (Drip),"FYM, Potash, Boron",Armyworm,Spinosad
Coriander,Spice/Herb,Cool & Dry,"Rajasthan, MP, Gujarat",Plains,24.7,20,55.1,24.8,Yes (Light),"FYM, Potash, Zinc",Aphids,Lambda-cyhalothrin
Spinach,Leafy Veg,Cool & Moist,"WB, Punjab, Karnataka",Plains,34.1,17.5,70.9,24.8,Yes (Frequent),"NPK, FYM",Fruit Borer,Fipronil
Fenugreek,Spice/Herb,Cool & Dry,"Rajasthan, MP, Gujarat",Plains,25.4,19.8,55.7,25.3,Yes (Light),"FYM, Potash, Zinc",Thrips,Lambda-cyhalothrin
Rajma,Pulse Crop,Cool & Dry,"HP, Uttarakhand, J&K",Hills/Plains,29.6,20.9,54.9,24.5,Yes (Seasonal),"Urea, DAP, FYM",Fruit Borer,Spinosad
Cherry,Fruit Tree,Cold & Temperate,"HP, J&K",Hills,25,13.4,59.6,24.6,Yes (Drip),"FYM, Potash, Boron",Thrips,Fipronil
Green Cardamom,Spice Crop,Humid & Shaded,"Kerala, Karnataka",Hills/Plains,50.4,25.3,79.5,35.1,Yes (Rainfed + Drip),"FYM, Potash, Zinc",Cutworm,Chlorpyrifos
Mulberry,Fruit Tree,Warm & Humid,"Karnataka, WB, TN",Tropical,40.4,27.4,70.4,30.4,Yes (Drip),"FYM, Potash, Zinc",Whitefly,Lambda-cyhalothrin
Yam,Tuber Crop,Warm & Moist,"Kerala, WB, Odisha",Plains,35.5,27.3,70.2,30.5,Yes (Seasonal),"FYM, Potash, Zinc",Mealybug,Spinosad
Black Pepper,Spice Vine,Humid & Shaded,"Kerala, Karnataka",Hills (Western Ghats),49.9,25,80.5,34.7,Yes (Rainfed + Drip),"FYM, Potash, Zinc",Cutworm,Spinosad
Wheat,Cereal Crop,Cool & Dry (Rabi),"Punjab, UP, MP",Plains,24.7,20.3,55.1,20.4,Yes (2–3 cycles),"Urea, DAP, Potash",Leaf Miner,Fipronil
Potato,Tuber Crop,Cool & Moist,"UP, WB, Punjab",Hills/Plains,34.9,17.6,65.7,24.7,Yes (2–3 cycles),"Urea, DAP, MOP",Thrips,Thiamethoxam
Turmeric,Spice Crop,Warm & Moist,"AP, TN, Odisha",Hills/Plains,48.7,27.2,80.1,35.7,Yes (Frequent),"FYM, Potash, Zinc",Stem Borer,Cypermethrin
Peach,Fruit Tree,Temperate & Cool,"HP, J&K, Uttarakhand",Hills,23.9,18,60.7,24.5,Yes (Drip),"FYM, Potash, Boron",Stem Borer,Spinosad
Okra,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39,28.1,70.7,35.5,Yes (Frequent),"NPK, FYM",Armyworm,Imidacloprid
Potato,Tuber Crop,Cool & Moist,"UP, WB, Punjab",Hills/Plains,34.2,17.7,64.3,24.7,Yes (2–3 cycles),"Urea, DAP, MOP",Thrips,Thiamethoxam
Mustard,Oilseed Crop,Cool & Dry,"UP, Punjab, Rajasthan",Plains,30.3,20.4,53.5,25.8,Yes (2–3 cycles),"Urea, DAP, MOP",Mites,Mancozeb
Mustard,Oilseed Crop,Cool & Dry,"UP, Punjab, Rajasthan",Plains,29.3,20.5,56.3,25.2,Yes (2–3 cycles),"Urea, DAP, MOP",Mites,Mancozeb
Broccoli,Leafy Veg,Cool & Moist,"Punjab, WB, Karnataka",Plains,34.7,18,70.2,29.6,Yes (Frequent),"NPK, FYM",Aphids,Imidacloprid
Banana,Fruit Crop,Warm & Humid,"TN, Kerala, MH",Tropical,71,28.2,83.5,29.8,High (Weekly),"NPK, FYM, Magnesium",Mealybug,Mancozeb
Fenugreek,Spice/Herb,Cool & Dry,"Rajasthan, MP, Gujarat",Plains,24.7,20.2,54.4,25.3,Yes (Light),"FYM, Potash, Zinc",Thrips,Lambda-cyhalothrin
Cabbage,Leafy Veg,Cool & Moist,"WB, Punjab, Karnataka",Arid/Semi-arid,35.6,17.7,70.7,30.4,Yes (Frequent),"NPK, FYM",Thrips,Mancozeb
Grapes,Fruit Vine,Dry & Sunny,"MH, Karnataka",Semi-arid,24.3,27.1,49.8,25,Yes (Drip),"Potash, FYM, Zinc",Fruit Borer,Carbendazim
Urad,Pulse Crop,Warm & Dry,"MP, UP, Maharashtra",Plains,24.8,30.3,49.6,25,Yes (Seasonal),"Urea, DAP, FYM",Mites,Malathion
Jackfruit,Fruit Tree,Warm & Humid,"Kerala, WB, Assam",Tropical,49.3,27,81.2,30.3,Yes (Drip),"FYM, Potash, Zinc",Fruit Borer,Fipronil
Knol-Khol,Vegetable,Cool & Moist,"WB, Punjab, Karnataka",Hills/Plains,34.7,19.7,69.1,30.1,Yes (Frequent),"NPK, FYM",Stem Borer,Imidacloprid
Colocasia,Tuber Crop,Warm & Moist,"WB, Odisha, Assam",Hills/Plains,50.7,28,79.3,34.5,Yes (Seasonal),"FYM, Potash, Zinc",Mealybug,Malathion
Broccoli,Leafy Veg,Cool & Moist,"Punjab, WB, Karnataka",Plains,33.6,17.8,70.2,29.7,Yes (Frequent),"NPK, FYM",Aphids,Imidacloprid
Coriander Leaf,Leafy Herb,Cool & Dry,"Rajasthan, MP, Gujarat",Plains,25.3,20.6,55.3,25.1,Yes (Light),"FYM, Potash, Zinc",Mites,Imidacloprid
Soybean,Oilseed Crop,Warm & Moist,"MP, Maharashtra, Rajasthan",Coastal,35.2,27.4,65.4,30.5,Yes (Seasonal),"Urea, DAP, MOP",Aphids,Lambda-cyhalothrin
Bottle Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39.5,27,70.8,35.7,Yes (Frequent),"NPK, FYM",Fruit Borer,Chlorpyrifos
Plum,Fruit Tree,Cold & Temperate,"HP, J&K",Semi-arid,23.9,14.9,60.2,25.3,Yes (Drip),"FYM, Potash, Boron",Stem Borer,Imidacloprid
French Bean,Pulse Crop,Warm & Moist,"Karnataka, MH, TN",Plains,35.1,24,65.4,30.1,Yes (Frequent),"NPK, FYM",Mites,Imidacloprid
Mustard,Oilseed Crop,Cool & Dry,"UP, Punjab, Rajasthan",Plains,29.6,20,54.8,25.3,Yes (2–3 cycles),"Urea, DAP, MOP",Mites,Mancozeb
Mulberry,Fruit Tree,Warm & Humid,"Karnataka, WB, TN",Tropical,40.2,28,70.1,29.7,Yes (Drip),"FYM, Potash, Zinc",Whitefly,Lambda-cyhalothrin
Groundnut,Oilseed Crop,Warm & Dry,"Gujarat, TN, MH",Semi-arid,30,27.4,55.1,24.9,Yes (Seasonal),"Urea, DAP, MOP",Whitefly,Cypermethrin
Phalsa,Fruit Shrub,Warm & Dry,"Rajasthan, Gujarat",Semi-arid,26.3,30.1,50.2,24.7,Yes (Drip),"FYM, Potash, Zinc",Mites,Lambda-cyhalothrin
Mango,Fruit Tree,Warm & Dry Summer,"Maharashtra, UP",Tropical/Subtropical,19.8,26.6,60.7,24.5,Moderate (Flowering),"FYM, Potash, Zinc",Fruit Borer,Spinosad
Wheat,Cereal Crop,Cool & Dry (Rabi),"Punjab, UP, MP",Plains,24.2,20.2,55.5,20.1,Yes (2–3 cycles),"Urea, DAP, Potash",Leaf Miner,Fipronil
Banana,Fruit Crop,Warm & Humid,"TN, Kerala, MH",Tropical,70.1,28,85,30.1,High (Weekly),"NPK, FYM, Magnesium",Mealybug,Mancozeb
Garlic,Bulb Crop,Cool & Dry,"MP, Gujarat, Punjab",Plains,30.2,15.7,54.3,25.3,Yes (2–3 cycles),"Urea, DAP, MOP",Leaf Miner,Fipronil
Cumin,Spice Seed,Dry & Sunny,"Rajasthan, Gujarat",Plains,26.1,24.9,50.1,25.2,Yes (Light),"FYM, Potash, Zinc",Stem Borer,Spinosad
Black Pepper,Spice Vine,Humid & Shaded,"Kerala, Karnataka",Hills (Western Ghats),50.7,24.9,80,35.1,Yes (Rainfed + Drip),"FYM, Potash, Zinc",Cutworm,Spinosad
Guava,Fruit Tree,Warm & Humid,"UP, MH, Bihar",Tropical/Subtropical,40.3,25.4,70.2,30.2,Yes (Drip),"FYM, Potash, Zinc",Aphids,Carbendazim
Cherry,Fruit Tree,Cold & Temperate,"HP, J&K",Hills,26.1,14.7,61.9,25,Yes (Drip),"FYM, Potash, Boron",Thrips,Fipronil
Cucumber,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39.1,27.5,69.6,35.2,Yes (Frequent),"NPK, FYM",Leaf Miner,Malathion
Sesame,Oilseed Crop,Warm & Dry,"Gujarat, Rajasthan",Semi-arid,24.5,29.9,50.4,24.7,Yes (Light),"FYM, Potash, Zinc",Cutworm,Cypermethrin
Ber,Fruit Tree,Dry & Sunny,"Rajasthan, Gujarat",Arid/Semi-arid,24.3,29.2,50.9,25.1,Yes (Drip),"FYM, Potash, Zinc",Aphids,Malathion
Turmeric,Spice Crop,Warm & Moist,"AP, TN, Odisha",Hills/Plains,49.7,27.1,80.1,35.3,Yes (Frequent),"FYM, Potash, Zinc",Stem Borer,Cypermethrin
Radish,Root Crop,Cool & Moist,"WB, Punjab, Karnataka",Plains,33.9,17.4,72,24.7,Yes (Frequent),"Urea, DAP, MOP",Cutworm,Cypermethrin
Apple,Fruit Tree,Cold & Temperate,"HP, J&K, Uttarakhand",Hills,25.5,14.7,49.7,15,Yes (Drip),"FYM, Calcium, Boron",Cutworm,Malathion
Soybean,Oilseed Crop,Warm & Moist,"MP, Maharashtra, Rajasthan",Coastal,34.8,28.1,65.3,29.7,Yes (Seasonal),"Urea, DAP, MOP",Aphids,Lambda-cyhalothrin
Cherry,Fruit Tree,Cold & Temperate,"HP, J&K",Hills,23.8,13.9,59.3,24.8,Yes (Drip),"FYM, Potash, Boron",Thrips,Fipronil
Green Peas,Pulse Crop,Cool & Moist,"UP, Punjab, WB",Plains,34.2,18,64.7,24.5,Yes (Seasonal),"Urea, DAP, FYM",Thrips,Carbendazim
Rajma,Pulse Crop,Cool & Dry,"HP, Uttarakhand, J&K",Hills/Plains,30.2,21.5,55.2,25.5,Yes (Seasonal),"Urea, DAP, FYM",Fruit Borer,Spinosad
Niger,Oilseed Crop,Dry & Sunny,"MP, Odisha, Chhattisgarh",Plains,25.7,25,50.7,25.4,Yes (Light),"FYM, Potash, Zinc",Cutworm,Spinosad
Pear,Fruit Tree,Temperate & Moist,"HP, J&K, Uttarakhand",Hills,31.6,18.5,60.3,25.2,Yes (Seasonal),"FYM, Potash, Zinc",Mites,Lambda-cyhalothrin
Ridge Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,42.3,27.5,71.1,35.8,Yes (Frequent),"NPK, FYM",Cutworm,Thiamethoxam
Yam,Tuber Crop,Warm & Moist,"Kerala, WB, Odisha",Plains,35.3,28.2,69.9,29.9,Yes (Seasonal),"FYM, Potash, Zinc",Mealybug,Spinosad
Dry Red Chili,Spice Crop,Warm & Dry,"AP, MP, Rajasthan",Semi-arid,29.2,29.1,49.7,36.2,Yes (Seasonal),"FYM, Potash, Zinc",Aphids,Mancozeb
Cabbage,Leafy Veg,Cool & Moist,"WB, Punjab, Karnataka",Arid/Semi-arid,33.3,16.7,72.3,29.9,Yes (Frequent),"NPK, FYM",Thrips,Mancozeb
Turnip,Root Crop,Cool & Moist,"Punjab, WB, Karnataka",Plains,35.2,17.3,70.3,25.1,Yes (Frequent),"Urea, DAP, MOP",Mealybug,Fipronil
Cucumber,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39.4,27.5,69.4,34.8,Yes (Frequent),"NPK, FYM",Leaf Miner,Malathion
Green Cardamom,Spice Crop,Humid & Shaded,"Kerala, Karnataka",Hills/Plains,49.7,25.3,79.4,35.2,Yes (Rainfed + Drip),"FYM, Potash, Zinc",Cutworm,Chlorpyrifos
Bottle Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39.5,27.7,69.2,35.3,Yes (Frequent),"NPK, FYM",Fruit Borer,Chlorpyrifos
Brinjal,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39.9,27.3,70.8,35,Yes (Frequent),"NPK, FYM",Thrips,Imidacloprid
Tomato,Vegetable,Warm & Semi-Humid,"Karnataka, AP, MP",Plains/Hills,40.8,24.4,69.7,50.7,Yes (Frequent),"NPK, Calcium, Boron",Armyworm,Lambda-cyhalothrin
Cabbage,Leafy Veg,Cool & Moist,"WB, Punjab, Karnataka",Arid/Semi-arid,35.1,17.9,70.1,30.1,Yes (Frequent),"NPK, FYM",Thrips,Mancozeb
Cabbage,Leafy Veg,Cool & Moist,"WB, Punjab, Karnataka",Arid/Semi-arid,34.9,17.6,69.9,30.1,Yes (Frequent),"NPK, FYM",Thrips,Mancozeb
French Bean,Pulse Crop,Warm & Moist,"Karnataka, MH, TN",Plains,34.2,24.4,65.6,29.6,Yes (Frequent),"NPK, FYM",Mites,Imidacloprid
Custard Apple,Fruit Tree,Warm & Dry,"Maharashtra, Gujarat",Semi-arid,28.7,27.6,59.3,25.2,Yes (Drip),"FYM, Potash, Zinc",Mites,Carbendazim
Lettuce,Leafy Veg,Cool & Moist,"WB, Karnataka, Punjab",Hills/Plains,34.6,17.3,69.1,24.9,Yes (Frequent),"NPK, FYM",Leaf Miner,Fipronil
Bottle Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,40,27.8,70.2,34.8,Yes (Frequent),"NPK, FYM",Fruit Borer,Chlorpyrifos
Masoor,Pulse Crop,Cool & Dry,"UP, MP, Bihar",Plains,31.4,20,55.5,24.7,Yes (Seasonal),"Urea, DAP, FYM",Cutworm,Cypermethrin
Bottle Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,40.1,27.5,70.3,36.1,Yes (Frequent),"NPK, FYM",Fruit Borer,Chlorpyrifos
Wheat,Cereal Crop,Cool & Dry (Rabi),"Punjab, UP, MP",Plains,25.8,20.6,54.3,19.9,Yes (2–3 cycles),"Urea, DAP, Potash",Leaf Miner,Fipronil
Cumin,Spice Seed,Dry & Sunny,"Rajasthan, Gujarat",Plains,24.6,24,50.6,24.4,Yes (Light),"FYM, Potash, Zinc",Stem Borer,Spinosad
Bottle Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39.1,26.9,69.4,34.7,Yes (Frequent),"NPK, FYM",Fruit Borer,Chlorpyrifos
Sesame,Oilseed Crop,Warm & Dry,"Gujarat, Rajasthan",Semi-arid,24.2,29.5,49.6,25,Yes (Light),"FYM, Potash, Zinc",Cutworm,Cypermethrin
Mango,Fruit Tree,Warm & Dry Summer,"Maharashtra, UP",Tropical/Subtropical,19.4,26.9,59.2,25.2,Moderate (Flowering),"FYM, Potash, Zinc",Fruit Borer,Spinosad
Litchi,Fruit Tree,Warm & Humid,"Bihar, WB, Assam",Subtropical Hills,51.7,27.4,81.1,30.2,Yes (Drip),"FYM, Potash, Boron",Armyworm,Thiamethoxam
Jackfruit,Fruit Tree,Warm & Humid,"Kerala, WB, Assam",Tropical,49.4,26.9,80.5,30.3,Yes (Drip),"FYM, Potash, Zinc",Fruit Borer,Fipronil
Cumin,Spice Seed,Dry & Sunny,"Rajasthan, Gujarat",Plains,25.7,24.6,50.5,24.7,Yes (Light),"FYM, Potash, Zinc",Stem Borer,Spinosad
Black Pepper,Spice Vine,Humid & Shaded,"Kerala, Karnataka",Hills (Western Ghats),49.3,24.7,81.1,35.1,Yes (Rainfed + Drip),"FYM, Potash, Zinc",Cutworm,Spinosad
Bottle Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,40.7,28.5,72.4,34.6,Yes (Frequent),"NPK, FYM",Fruit Borer,Chlorpyrifos
Plum,Fruit Tree,Cold & Temperate,"HP, J&K",Semi-arid,25.3,15.7,58.6,24.8,Yes (Drip),"FYM, Potash, Boron",Stem Borer,Imidacloprid
Ber,Fruit Tree,Dry & Sunny,"Rajasthan, Gujarat",Arid/Semi-arid,24.9,29.8,49.4,24.6,Yes (Drip),"FYM, Potash, Zinc",Aphids,Malathion
French Bean,Pulse Crop,Warm & Moist,"Karnataka, MH, TN",Plains,35,23.9,64.5,29.5,Yes (Frequent),"NPK, FYM",Mites,Imidacloprid
Apricot,Fruit Tree,Cold & Temperate,"HP, J&K",Plains,24.5,14.5,59.3,25.4,Yes (Drip),"FYM, Potash, Boron",Armyworm,Spinosad
Guava,Fruit Tree,Warm & Humid,"UP, MH, Bihar",Tropical/Subtropical,40.3,24.7,69.1,30.3,Yes (Drip),"FYM, Potash, Zinc",Aphids,Carbendazim
Dry Red Chili,Spice Crop,Warm & Dry,"AP, MP, Rajasthan",Semi-arid,29.6,30,49.7,35.4,Yes (Seasonal),"FYM, Potash, Zinc",Aphids,Mancozeb
Ridge Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39,27.1,69,35,Yes (Frequent),"NPK, FYM",Cutworm,Thiamethoxam
Radish,Root Crop,Cool & Moist,"WB, Punjab, Karnataka",Plains,34,17.5,70.3,25.3,Yes (Frequent),"Urea, DAP, MOP",Cutworm,Cypermethrin
Bottle Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,40.1,26.9,70,34.3,Yes (Frequent),"NPK, FYM",Fruit Borer,Chlorpyrifos
Mosambi,Fruit Tree,Warm & Dry,"Maharashtra, UP",Tropical/Subtropical,31.2,27.2,60.4,25.3,Yes (Drip),"FYM, Potash, Zinc",Mealybug,Carbendazim
Radish,Root Crop,Cool & Moist,"WB, Punjab, Karnataka",Plains,35.1,17.6,70.4,25.1,Yes (Frequent),"Urea, DAP, MOP",Cutworm,Cypermethrin
Knol-Khol,Vegetable,Cool & Moist,"WB, Punjab, Karnataka",Hills/Plains,34.9,20.1,70.5,30.3,Yes (Frequent),"NPK, FYM",Stem Borer,Imidacloprid
Muskmelon,Fruit Crop,Warm & Dry,"UP, MH, Karnataka",Hills/Plains,25.2,30.2,49.7,30.2,Yes (Seasonal),"NPK, FYM",Cutworm,Carbendazim
Rice,Cereal Crop,Warm & Humid (Kharif),"WB, TN, AP, Bihar",Plain/Delta,51,29.5,81.8,39.6,Yes (Flood/Irrigation),"Urea, SSP, MOP",Mites,Mancozeb
Mango,Fruit Tree,Warm & Dry Summer,"Maharashtra, UP",Tropical/Subtropical,20.2,27.3,60.2,24.4,Moderate (Flowering),"FYM, Potash, Zinc",Fruit Borer,Spinosad
Ginger,Spice Root,Warm & Moist,"Kerala, Assam, Odisha",Hills/Plains,49.7,27.2,78.4,34.7,Yes (Frequent),"FYM, Potash, Zinc",Leaf Miner,Cypermethrin
Okra,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,40.9,27.8,69.2,35.2,Yes (Frequent),"NPK, FYM",Armyworm,Imidacloprid
Dry Red Chili,Spice Crop,Warm & Dry,"AP, MP, Rajasthan",Semi-arid,30.3,30,48.5,35.3,Yes (Seasonal),"FYM, Potash, Zinc",Aphids,Mancozeb
Rice,Cereal Crop,Warm & Humid (Kharif),"WB, TN, AP, Bihar",Plain/Delta,51.2,29.4,80,39.4,Yes (Flood/Irrigation),"Urea, SSP, MOP",Mites,Mancozeb
Rice,Cereal Crop,Warm & Humid (Kharif),"WB, TN, AP, Bihar",Plain/Delta,50.1,29.9,79.9,39.6,Yes (Flood/Irrigation),"Urea, SSP, MOP",Mites,Mancozeb
Pineapple,Fruit Crop,Warm & Humid,"Kerala, Assam, WB",Coastal/Hills,49,27.6,79.6,29.7,Yes (Drip),"FYM, Potash, Zinc",Thrips,Cypermethrin
Wheat,Cereal Crop,Cool & Dry (Rabi),"Punjab, UP, MP",Plains,23.9,20.2,56.7,19.9,Yes (2–3 cycles),"Urea, DAP, Potash",Leaf Miner,Fipronil
Lemon,Fruit Shrub,Warm & Humid,"TN, Kerala, MH",Tropical/Subtropical,41.3,24.9,70.5,29.5,Yes (Drip),"FYM, Potash, Zinc",Mites,Carbendazim
Rice,Cereal Crop,Warm & Humid (Kharif),"WB, TN, AP, Bihar",Plain/Delta,51.4,30.6,80.6,39.4,Yes (Flood/Irrigation),"Urea, SSP, MOP",Mites,Mancozeb
Green Chili,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39.9,27.9,69.2,34.7,Yes (Frequent),"NPK, FYM",Mites,Malathion
French Bean,Pulse Crop,Warm & Moist,"Karnataka, MH, TN",Plains,34.7,23.9,64.2,30,Yes (Frequent),"NPK, FYM",Mites,Imidacloprid
Ridge Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,41.1,27.8,70,34.5,Yes (Frequent),"NPK, FYM",Cutworm,Thiamethoxam
Litchi,Fruit Tree,Warm & Humid,"Bihar, WB, Assam",Subtropical Hills,49.1,28.3,80.1,30,Yes (Drip),"FYM, Potash, Boron",Armyworm,Thiamethoxam
Ridge Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39.3,28.3,68.4,35.4,Yes (Frequent),"NPK, FYM",Cutworm,Thiamethoxam
Arhar,Pulse Crop,Warm & Dry,"UP, MP, Maharashtra",Plains,30.5,29.5,49.8,24.5,Yes (Seasonal),"Urea, DAP, FYM",Armyworm,Lambda-cyhalothrin
Moong,Pulse Crop,Warm & Dry,"Rajasthan, MP, UP",Plains,24.7,29.6,50,24.9,Yes (Seasonal),"Urea, DAP, FYM",Aphids,Spinosad
Masoor,Pulse Crop,Cool & Dry,"UP, MP, Bihar",Plains,30,20.6,54.8,25.4,Yes (Seasonal),"Urea, DAP, FYM",Cutworm,Cypermethrin
Ginger,Spice Root,Warm & Moist,"Kerala, Assam, Odisha",Hills/Plains,49.9,27.1,79.3,34.8,Yes (Frequent),"FYM, Potash, Zinc",Leaf Miner,Cypermethrin
Fig,Fruit Tree,Warm & Dry,"MH, Gujarat, TN",Semi-arid,25.3,26.5,49.5,24.8,Yes (Drip),"FYM, Potash, Zinc",Aphids,Lambda-cyhalothrin
Cauliflower,Flower Veg,Cool & Moist,"WB, Punjab, Karnataka",Hills,36.1,17.3,69.9,30.5,Yes (Frequent),"NPK, FYM",Whitefly,Spinosad
Apricot,Fruit Tree,Cold & Temperate,"HP, J&K",Plains,25.1,15.2,60.1,24.9,Yes (Drip),"FYM, Potash, Boron",Armyworm,Spinosad
Date Palm,Fruit Tree,Hot & Dry,"Rajasthan, Gujarat",Arid/Coastal,20.5,35,40.5,25.4,Yes (Drip),"FYM, Potash, Zinc",Armyworm,Fipronil
Litchi,Fruit Tree,Warm & Humid,"Bihar, WB, Assam",Subtropical Hills,48.4,27.2,80.9,30.2,Yes (Drip),"FYM, Potash, Boron",Armyworm,Thiamethoxam
Peach,Fruit Tree,Temperate & Cool,"HP, J&K, Uttarakhand",Hills,25,17.2,59.8,24.9,Yes (Drip),"FYM, Potash, Boron",Stem Borer,Spinosad
Watermelon,Fruit Crop,Warm & Dry,"UP, MH, Karnataka",Plains,24.3,29.7,49.6,30.2,Yes (Seasonal),"NPK, FYM",Whitefly,Mancozeb
Urad,Pulse Crop,Warm & Dry,"MP, UP, Maharashtra",Plains,24,29.6,50.4,25.1,Yes (Seasonal),"Urea, DAP, FYM",Mites,Malathion
Dry Red Chili,Spice Crop,Warm & Dry,"AP, MP, Rajasthan",Semi-arid,29.3,30.9,50.5,35.4,Yes (Seasonal),"FYM, Potash, Zinc",Aphids,Mancozeb
Litchi,Fruit Tree,Warm & Humid,"Bihar, WB, Assam",Subtropical Hills,49.7,27.6,79.6,29.8,Yes (Drip),"FYM, Potash, Boron",Armyworm,Thiamethoxam
Beetroot,Root Crop,Cool & Moist,"WB, Punjab, Karnataka",Plains,35.7,17.9,70.7,25,Yes (Frequent),"Urea, DAP, MOP",Fruit Borer,Thiamethoxam
Mango,Fruit Tree,Warm & Dry Summer,"Maharashtra, UP",Tropical/Subtropical,19,26.8,60.8,25,Moderate (Flowering),"FYM, Potash, Zinc",Fruit Borer,Spinosad
Mustard Greens,Leafy Veg,Cool & Dry,"UP, Punjab, WB",Plains,30,19.9,56.1,25.3,Yes (2–3 cycles),"Urea, DAP, FYM",Mealybug,Lambda-cyhalothrin
Dry Red Chili,Spice Crop,Warm & Dry,"AP, MP, Rajasthan",Semi-arid,29.6,29.7,51.5,34.6,Yes (Seasonal),"FYM, Potash, Zinc",Aphids,Mancozeb
Niger,Oilseed Crop,Dry & Sunny,"MP, Odisha, Chhattisgarh",Plains,24.7,23.9,49.3,25.4,Yes (Light),"FYM, Potash, Zinc",Cutworm,Spinosad
Lemon,Fruit Shrub,Warm & Humid,"TN, Kerala, MH",Tropical/Subtropical,40.8,24.4,70,30.2,Yes (Drip),"FYM, Potash, Zinc",Mites,Carbendazim
Capsicum,Vegetable,Cool & Moist,"HP, Karnataka, Punjab",Hills/Plains,35.4,19.3,70,29.5,Yes (Frequent),"NPK, FYM",Leaf Miner,Lambda-cyhalothrin
Lemon,Fruit Shrub,Warm & Humid,"TN, Kerala, MH",Tropical/Subtropical,41,24.1,69.9,30.5,Yes (Drip),"FYM, Potash, Zinc",Mites,Carbendazim
Mustard Greens,Leafy Veg,Cool & Dry,"UP, Punjab, WB",Plains,29.9,19.5,54.4,25.9,Yes (2–3 cycles),"Urea, DAP, FYM",Mealybug,Lambda-cyhalothrin
Yam,Tuber Crop,Warm & Moist,"Kerala, WB, Odisha",Plains,34.5,28,68.7,30.4,Yes (Seasonal),"FYM, Potash, Zinc",Mealybug,Spinosad
Radish,Root Crop,Cool & Moist,"WB, Punjab, Karnataka",Plains,34.8,17.5,70.1,25.6,Yes (Frequent),"Urea, DAP, MOP",Cutworm,Cypermethrin
Broccoli,Leafy Veg,Cool & Moist,"Punjab, WB, Karnataka",Plains,35.2,18,69.3,30,Yes (Frequent),"NPK, FYM",Aphids,Imidacloprid
Sunflower,Oilseed Crop,Warm & Dry,"Karnataka, MP, MH",Plains,30.1,25.2,55.1,24.3,Yes (Seasonal),"Urea, DAP, MOP",Leaf Miner,Fipronil
